"","Estimate","SE","tvalue","pvalue","FDR_adjusted"
"chrb:9740",-0.484698284171969,0.122127292646924,-3.96879578402883,0.0165553491043249,0.675880210549668
"chrk:2793",-0.388948306595365,0.0981945869084821,-3.96099539537619,0.016663751686161,0.675880210549668
"chrb:5424",0.493225728519846,0.126036697157693,3.91335015628615,0.0173447064682009,0.675880210549668
"chrh:9716",0.555909090909091,0.142547809782073,3.89980801359885,0.0175443177871557,0.675880210549668
"chrk:1978",-0.396169994879673,0.10255257178256,-3.86309175863149,0.0180995432623323,0.675880210549668
"chrh:9212",0.525573192239859,0.136310434806973,3.8557076938689,0.0182137370865637,0.675880210549668
"chre:9468",0.383872738284503,0.0996028946037269,3.85403195169932,0.0182397724144266,0.675880210549668
"chrf:9533",-0.512538079204746,0.134552111480315,-3.80921617331684,0.0189528975373899,0.675880210549668
"chrh:9840",0.334937611408199,0.0889107905122882,3.76711993536834,0.019653369242028,0.675880210549668
"chrh:7906",-0.351556513409962,0.0940691574673311,-3.73721337444797,0.0201698764255859,0.675880210549668
"chri:4598",-0.338449714536671,0.0917407181680429,-3.68919844203451,0.021033506744825,0.675880210549668
"chrh:5233",-0.428854746785781,0.116608626906762,-3.67772743888569,0.0212463285131112,0.675880210549668
"chrf:3198",0.285032838481114,0.0782861017370385,3.64091239896622,0.0219469438940431,0.675880210549668
"chrg:4131",0.347580914247581,0.0960049258410047,3.62044875513174,0.0223482997273602,0.675880210549668
"chrd:1855",-0.429656324068089,0.119774711799865,-3.58720398998758,0.023019160393568,0.675880210549668
"chrk:4760",0.248876678876679,0.0696861980972593,3.5713912607103,0.0233466639703896,0.675880210549668
"chrd:9253",-0.311295638945233,0.0879584600107199,-3.53912106814165,0.0240324110430418,0.675880210549668
"chri:2881",0.464203158277492,0.132214934109399,3.51097371415998,0.0246502008211372,0.675880210549668
"chrc:2270",0.495024154589372,0.141934956879587,3.48768312945861,0.0251757159863088,0.675880210549668
"chre:2000",0.686293706293706,0.198314143791612,3.46063923214101,0.0258027226395972,0.675880210549668
"chrc:9761",0.761111111111111,0.22284634577924,3.41540763636796,0.0268933743804149,0.675880210549668
"chrf:5846",-0.688832772166106,0.202226053309292,-3.4062513751014,0.027120765239976,0.675880210549668
"chri:3935",-0.252082225766437,0.0747825452486962,-3.37086983236682,0.0280211475662997,0.675880210549668
"chrb:534",-0.260129870129871,0.0782530369364127,-3.32421437319102,0.0292631641170806,0.675880210549668
"chre:5079",0.397793209876543,0.119699986039693,3.32325193208153,0.0292894635295779,0.675880210549668
"chrc:9189",0.51699709308405,0.155767951739738,3.31902093665496,0.0294054108202528,0.675880210549668
"chre:1256",-0.398665257892014,0.120926561371905,-3.29675509970001,0.0300246121420693,0.675880210549668
"chrc:2645",-0.133331012716978,0.0404791480829539,-3.29381963384562,0.0301073911972125,0.675880210549668
"chrh:2569",-0.467377594312579,0.144782298721719,-3.2281404456142,0.0320319937786212,0.692466908427948
"chra:6735",0.682560032560033,0.211598490964658,3.2257320430231,0.0321052839362049,0.692466908427948
"chre:1340",-0.414920634920635,0.13056807485688,-3.17781077323415,0.0336055183577992,0.697662581851096
"chrc:42",0.585775335775336,0.187036255449376,3.131881219328,0.035121468655955,0.697662581851096
"chrf:6839",0.437621406371406,0.139899290043134,3.12811742101392,0.035249225594888,0.697662581851096
"chrc:5717",-0.551470588235294,0.177336519254017,-3.10974068147445,0.0358808990252109,0.697662581851096
"chra:6732",-0.569444444444445,0.183732729935041,-3.09930867867567,0.0362454004417292,0.697662581851096
"chrf:8662",0.346125464246907,0.112074418856503,3.08835386146482,0.0366328601480647,0.697662581851096
"chrk:559",0.592181010335168,0.192220217876144,3.08074258201464,0.0369049269043019,0.697662581851096
"chrc:7876",0.313888888888889,0.10348777257635,3.03310121644866,0.038662759976185,0.697662581851096
"chre:4457",-0.378571428571428,0.125334020840494,-3.02050014858469,0.0391439953061353,0.697662581851096
"chrb:2273",0.581473968897904,0.193396063449615,3.0066484215145,0.0396811082743066,0.697662581851096
"chra:4456",-0.419140458547419,0.141290270506817,-2.96652032050003,0.0412864709325732,0.697662581851096
"chrb:9584",-0.23332074929901,0.0791786173745813,-2.94676463211282,0.0421046390443166,0.697662581851096
"chre:6755",-0.62014714204867,0.211386719931243,-2.93370909132979,0.0426557185474985,0.697662581851096
"chri:4431",-0.426830140658415,0.146685159208317,-2.90983861599963,0.0436852136991425,0.697662581851096
"chrf:8671",-0.229397893849108,0.0788647227998194,-2.90875166620928,0.0437327775831588,0.697662581851096
"chre:1969",-0.500793650793651,0.175181222079916,-2.8587176459198,0.0459889772791414,0.697662581851096
"chrk:746",-0.302905456612353,0.106602534619179,-2.84144704152144,0.0467990135652418,0.697662581851096
"chra:7460",0.345447530864198,0.122523648409917,2.81943555670546,0.0478555636320121,0.697662581851096
"chrg:9841",0.272651194472826,0.0971126896931185,2.80757535739582,0.0484363252869316,0.697662581851096
"chrj:7054",0.416448801742919,0.148837743693651,2.79800534063514,0.0489109108774115,0.697662581851096
"chrj:8803",-0.426948005698006,0.152681363937382,-2.79633345346002,0.0489943736581739,0.697662581851096
"chrf:9675",-0.325218085218086,0.11635682500406,-2.79500652588911,0.0490607331991959,0.697662581851096
"chre:508",0.345679012345679,0.123918888270894,2.78955869576562,0.0493342734246841,0.697662581851096
"chrd:1521",-0.378833584715938,0.13621405281176,-2.78116374115573,0.0497592607926463,0.697662581851096
"chrg:2399",-0.495465931127696,0.178298372620075,-2.7788584037357,0.0498767081548798,0.697662581851096
"chrj:5702",0.542195059842118,0.196377767341273,2.76097985623734,0.0507985303411664,0.697662581851096
"chrj:7325",0.48015873015873,0.174061207932233,2.7585625531547,0.0509246751823753,0.697662581851096
"chrh:3293",-0.230876503963158,0.083883085504719,-2.75236065261535,0.0512499780744609,0.697662581851096
"chrf:3268",-0.381880341880342,0.138975094877205,-2.74783292803477,0.0514889860891896,0.697662581851096
"chrc:7019",-0.483015873015873,0.176028310900114,-2.74396698204959,0.051694081558255,0.697662581851096
"chrj:7231",-0.384966597897633,0.140741114327533,-2.7352817244415,0.0521583064187251,0.697662581851096
"chrd:5539",-0.333612842208374,0.12236699592779,-2.72633024680316,0.0526418129942191,0.697662581851096
"chrf:9264",-0.326293995859214,0.12029862492169,-2.71236679614267,0.0534064183606872,0.699369764247094
"chrb:2717",-0.304654169360052,0.112946993069671,-2.69731987616641,0.0542447500065133,0.701990882437231
"chrb:7436",-0.347996589940324,0.130747108919249,-2.66160064889275,0.0562963501924214,0.710901447229464
"chra:8825",0.211976911976912,0.0798316340369107,2.65529967580148,0.0566674666113434,0.710901447229464
"chrk:7042",0.527482381166592,0.199422482079645,2.6450497239119,0.0572772064627493,0.710901447229464
"chrg:3516",0.55635884583253,0.210792096931988,2.63937241447927,0.0576181813354776,0.710901447229464
"chrd:9190",0.351217231044817,0.133524726385691,2.63035349745121,0.0581646638642289,0.710901447229464
"chre:1640",-0.312588388181783,0.120108053386568,-2.60255977320453,0.0598866176767904,0.722945145655092
"chrf:8904",0.550854700854701,0.21311079300612,2.584827793489,0.0610157808643993,0.722945145655092
"chri:5335",-0.586580086580087,0.229038696592184,-2.56105232568854,0.0625683220060571,0.722945145655092
"chrd:292",-0.49624403004776,0.194717392463453,-2.54853469312404,0.0634038855611736,0.722945145655092
"chrf:1984",-0.423575275299413,0.166280637716676,-2.54735176094971,0.0634835058779974,0.722945145655092
"chrh:3316",-0.498506451595697,0.196222261196619,-2.54051935063668,0.0639456240754447,0.722945145655092
"chrc:6120",0.379396385861903,0.14937690122838,2.53985979587198,0.0639904371895682,0.722945145655092
"chrg:9317",-0.207142857142858,0.0817537367304255,-2.53374176431702,0.0644078402492718,0.722945145655092
"chrj:2630",0.527988614800759,0.209773573811428,2.51694531969687,0.0655698760746553,0.728554178607281
"chre:1104",0.413991808844751,0.165423301253221,2.50262088658861,0.066579839790695,0.729072289585591
"chrf:2262",0.26433284637619,0.106133186469042,2.49057674767254,0.067442784854004,0.729072289585591
"chrh:3439",-0.450803479286452,0.181940636062102,-2.47775037530691,0.0683758315490491,0.729072289585591
"chre:969",-0.342357910906298,0.13911073396033,-2.46104596791163,0.0696131166434963,0.729072289585591
"chra:5653",-0.386223151050737,0.157429165681231,-2.45331384041492,0.0701944468247633,0.729072289585591
"chrd:1117",-0.634615384615385,0.258723539366802,-2.45287068261565,0.0702279320902986,0.729072289585591
"chrj:9848",-0.26472138972139,0.108224552333702,-2.44603820494579,0.0707465047187184,0.729072289585591
"chra:1931",-0.489545703338807,0.200323143069128,-2.44378006374368,0.0709188499869621,0.729072289585591
"chrf:4876",0.507455589616367,0.209567370696886,2.42144370055747,0.0726495493366954,0.736055994193274
"chra:2602",0.180689245395128,0.074959646239288,2.41048690142329,0.0735160204132555,0.736055994193274
"chri:2028",-0.483150183150184,0.200530298314421,-2.4093625113579,0.0736055994193275,0.736055994193274
"chrc:2274",0.503456510809452,0.210692789163045,2.38952890988524,0.0752062468349455,0.745287130796758
"chrf:3733",0.349364718316331,0.14695668205903,2.37733128852213,0.0762102138125823,0.746724650844064
"chrf:6142",0.372396831220361,0.157080148193724,2.37074407875584,0.0767587001692021,0.746724650844064
"chre:8512",-0.563898843898844,0.238611223992028,-2.36325364106796,0.0773878274511121,0.746724650844064
"chrj:1550",-0.529016876842964,0.227048303284974,-2.32997502817267,0.0802542864530679,0.749126048254667
"chrb:3682",-0.380952380952381,0.16408430257715,-2.32168693146782,0.0809866940926329,0.749126048254667
"chrc:544",-0.345377017203643,0.148957067213274,-2.31863464866114,0.0812583161832518,0.749126048254667
"chri:2887",-0.335595503530287,0.146442521911704,-2.29165340195814,0.0837045056871307,0.749126048254667
"chrb:6252",-0.475529100529101,0.207719343833811,-2.28928655248186,0.0839230138398428,0.749126048254667
"chrd:7581",-0.48167044595616,0.211125332018665,-2.28144316624959,0.0846517138251199,0.749126048254667
"chrc:857",0.487207602339181,0.214366786424864,2.27277560327635,0.0854652665040866,0.749126048254667
"chri:9125",0.175062216366564,0.0771186664570126,2.27003687186613,0.0857241514619018,0.749126048254667
"chra:4131",-0.272347535505431,0.120141103572482,-2.26689723505929,0.0860220166441118,0.749126048254667
"chra:9297",0.143818646232439,0.0635932242081889,2.26154040816694,0.0865329177134074,0.749126048254667
"chrf:6523",0.346279060823414,0.15342772967907,2.25695225724671,0.0869732147786821,0.749126048254667
"chrb:8741",0.459897828863346,0.203907783605766,2.25542066482616,0.0871207513681316,0.749126048254667
"chrb:7480",0.367216117216117,0.162972792071975,2.25323572448792,0.0873317102155977,0.749126048254667
"chrj:8976",-0.375689655172414,0.167837829248769,-2.23840868804117,0.0887784969846058,0.749126048254667
"chrg:4513",-0.388115341448675,0.173437367510091,-2.23778385834929,0.088840053271446,0.749126048254667
"chrf:5066",-0.369041290093922,0.165013144368884,-2.23643571853244,0.0889730306928379,0.749126048254667
"chre:1576",0.361827862551547,0.162682127189187,2.22414022242756,0.0901961651792289,0.749126048254667
"chrj:853",0.220732517093624,0.0993024055193004,2.22283152094158,0.0903274564446219,0.749126048254667
"chrf:7854",-0.262754270818788,0.118338675505214,-2.220358388304,0.0905761494707915,0.749126048254667
"chrf:2083",-0.428267913539232,0.194685958044391,-2.19978840714121,0.0926745296059739,0.759588156494376
"chrk:4253",0.340049797696857,0.154955098229652,2.19450538628219,0.0932221828424916,0.759588156494376
"chrg:7888",0.536666666666667,0.246835527786779,2.17418728769972,0.095362301323057,0.760775096389925
"chrc:4822",-0.411544011544012,0.19183194102138,-2.14533622165739,0.0984958000883867,0.760775096389925
"chrk:5942",0.17906746031746,0.0835117727695088,2.14421816684078,0.0986195142762794,0.760775096389925
"chra:3026",-0.423593073593074,0.197623657372741,-2.14343302428681,0.0987064944460945,0.760775096389925
"chrk:3678",-0.285791985791985,0.133664886933092,-2.138123125298,0.0992969800197524,0.760775096389925
"chrk:6546",0.221207738581819,0.103623260734496,2.13473053264169,0.0996763047237264,0.760775096389925
"chrh:241",0.230740740740741,0.108157660667391,2.13337399604379,0.0998284284541569,0.760775096389925
"chre:9660",-0.428683332037609,0.20098474405427,-2.1329147844269,0.099879983371883,0.760775096389925
"chrk:8238",-0.551388888888889,0.259722222222222,-2.12299465240642,0.101000941003386,0.760775096389925
"chrg:6008",-0.476842027704097,0.225092118117481,-2.11843058607331,0.101521351228099,0.760775096389925
"chrj:6157",-0.454587895764366,0.21501903974729,-2.11417508095394,0.102009255794031,0.760775096389925
"chrc:6136",0.314828105617579,0.149102841113074,2.11148294202406,0.10231925731573,0.760775096389925
"chre:8109",-0.477136752136752,0.226901446809832,-2.10283697545854,0.103321920322409,0.760775096389925
"chrg:9202",0.414267908017908,0.19711080897549,2.10170061282343,0.103454509499652,0.760775096389925
"chrk:1918",-0.259223800890468,0.123589923564427,-2.09745093624347,0.103952026214736,0.760775096389925
"chrk:3805",0.260851648351649,0.12460918019464,2.0933581935472,0.104433672322617,0.760775096389925
"chrc:7260",-0.346552250190694,0.168109885218313,-2.06146265426718,0.108272794280416,0.773528001613692
"chrb:9845",-0.266801535428987,0.130066915190715,-2.05126365177324,0.109533033962294,0.773528001613692
"chra:633",0.343879976232917,0.16822271426929,2.04419467208474,0.110415984162559,0.773528001613692
"chri:4603",0.480321121004233,0.235368027302132,2.04072374022009,0.1108523840816,0.773528001613692
"chrj:2247",0.506472285884051,0.248355969160154,2.03929983079025,0.111031960375122,0.773528001613692
"chrj:3277",0.406084656084656,0.19947247834554,2.03579290462922,0.11147560140147,0.773528001613692
"chri:9472",-0.224866602703295,0.110500001771363,-2.03499184704602,0.111577211676336,0.773528001613692
"chrg:9281",0.346219715956558,0.170442866194396,2.03129484786816,0.112047478524921,0.773528001613692
"chrk:6862",0.270297390987047,0.133305702623386,2.02765062309967,0.112513163871082,0.773528001613692
"chrg:6433",0.119090802987862,0.0592865291895749,2.00873292155553,0.114964987354001,0.782790555503323
"chrj:893",0.40276085843407,0.201188801295024,2.00190495614843,0.115864260090764,0.782790555503323
"chrd:3778",0.341330200971295,0.170587087750533,2.00091463821962,0.115995327770038,0.782790555503323
"chrg:4832",-0.373692810457517,0.190338746673622,-1.96330393568418,0.121095087708665,0.811370320945511
"chrg:9406",-0.379090909090909,0.193643476893106,-1.95767456344617,0.121879229931935,0.811370320945511
"chrb:4984",0.458005698005698,0.235192003021104,1.94736934981842,0.123329063316336,0.811370320945511
"chri:5364",-0.37075569358178,0.190684484153456,-1.94434117294729,0.123758656672066,0.811370320945511
"chrd:8529",0.396624604364484,0.204107082400992,1.94321823475615,0.12391837628986,0.811370320945511
"chra:9123",0.376623376623377,0.194953286663267,1.93186472036196,0.125545877349047,0.817162515289658
"chrc:2997",0.488283646178383,0.255004042165751,1.91480747533014,0.128034798511474,0.819381750737259
"chre:6378",0.328666100405231,0.171762270360941,1.91349415511668,0.128228640097367,0.819381750737259
"chrf:8152",0.351864035087719,0.183959761700905,1.91272282500455,0.128342634066294,0.819381750737259
"chrh:8200",-0.3,0.157134840263677,-1.90918830920368,0.128866402615951,0.819381750737259
"chrh:9728",-0.400324886289799,0.211476559532461,-1.89299886084231,0.131295226267805,0.83002729249762
"chrc:9885",0.440214469626234,0.233181153679989,1.88786470381038,0.132075786165246,0.830190655895833
"chrj:2245",-0.386845902635376,0.206112968770222,-1.87686347415935,0.13376526644195,0.831344309167807
"chrd:1693",-0.290740740740741,0.155698787673036,-1.86732822449003,0.135248488774185,0.831344309167807
"chrc:4182",0.271262071262071,0.14619921031417,1.8554277460128,0.137124539410213,0.831344309167807
"chrg:4431",0.28967839240644,0.156164488709565,1.8549568778417,0.13719934336653,0.831344309167807
"chre:2959",0.406206756206756,0.219030485150142,1.85456721208606,0.137261280398537,0.831344309167807
"chrc:9193",0.492202729044834,0.265531494564528,1.85365103243985,0.137407024923333,0.831344309167807
"chrg:2419",0.327836433718787,0.176945359522967,1.85275519291724,0.137549694789583,0.831344309167807
"chra:1093",-0.457894736842106,0.24942223172128,-1.83582166546319,0.140276673750149,0.83571568939204
"chrc:61",-0.324707602339182,0.177982350460206,-1.82438090911594,0.142151922538277,0.83571568939204
"chri:832",0.339006835002258,0.185932202161204,1.8232819869919,0.142333456289863,0.83571568939204
"chrd:3922",-0.499711708045041,0.274498127876729,-1.82045579658543,0.142801463893827,0.83571568939204
"chrk:705",-0.165698005698006,0.09134942791931,-1.8138921006092,0.143894761174343,0.83571568939204
"chrb:6017",0.336715126599596,0.185742362733452,1.81280738354123,0.144076300821772,0.83571568939204
"chrf:6883",-0.298867048867049,0.165069911931466,-1.81054830265575,0.144455170754828,0.83571568939204
"chrb:7623",0.430497198879552,0.23873024307663,1.8032788528656,0.145681577730473,0.83571568939204
"chrk:5507",-0.38982128982129,0.216222438219161,-1.80287158461404,0.145750615225357,0.83571568939204
"chrj:5735",0.297604617604617,0.165235143302829,1.80109758527091,0.146051740277026,0.83571568939204
"chri:5191",-0.342032967032967,0.190912104217405,-1.79157297770638,0.147679883423859,0.83571568939204
"chre:7050",-0.404281375850004,0.225742059235048,-1.79089965432209,0.147795712754437,0.83571568939204
"chrf:601",0.43248959237739,0.24177016890531,1.78884597026846,0.148149599483134,0.83571568939204
"chrc:5741",0.432456140350877,0.243453846376437,1.77633726797727,0.150324675974742,0.840961870665751
"chrg:3799",-0.25563179510548,0.144209589292656,-1.7726407540535,0.150973937057975,0.840961870665751
"chri:594",0.406818495514148,0.229792099991936,1.77037633377485,0.151373136719835,0.840961870665751
"chrb:2209",0.392500307616586,0.222678302013996,1.76263382676556,0.152746584233503,0.844327852547001
"chrj:5541",-0.325623543123543,0.185343399957522,-1.75686613711722,0.153778323169627,0.844732106196241
"chri:6393",0.378979524685542,0.216857819286682,1.74759446503766,0.155452399480211,0.844732106196241
"chrj:4191",-0.449346405228758,0.257470924298896,-1.74523164684458,0.155882109304007,0.844732106196241
"chrk:3927",0.368643162393162,0.211393945336901,1.74386812169881,0.156130657256009,0.844732106196241
"chrf:3412",-0.222265135010233,0.127667042419498,-1.74097504569658,0.156659408785485,0.844732106196241
"chre:3625",0.41244561065533,0.239148292191301,1.72464376339934,0.159679956620793,0.849041372396464
"chrb:7376",0.481331953071084,0.279127807832173,1.72441419151074,0.159722853437209,0.849041372396464
"chrg:5781",0.386720142602495,0.224490980055906,1.72265336676863,0.160052278718814,0.849041372396464
"chrk:7343",-0.171971706454465,0.099982301286976,-1.72002148621145,0.16054600496224,0.849041372396464
"chrj:8853",0.389442167028374,0.227473605488567,1.71203233092442,0.162054599245948,0.849485980051532
"chrk:4371",-0.394905120968927,0.230749718556175,-1.7114002280908,0.162174596191656,0.849485980051532
"chrh:6909",-0.369070278724566,0.216944491934535,-1.70121986243346,0.164120168737203,0.851273365883187
"chra:674",0.279292929292929,0.164197348666944,1.700958825221,0.164170377779361,0.851273365883187
"chrg:2078",0.408246062154108,0.240832828051685,1.69514291492892,0.165293238648557,0.851273365883187
"chrf:9645",-0.272942414818845,0.161180543959223,-1.69339554337214,0.165632174961758,0.851273365883187
"chrf:1046",0.477453580901857,0.283141227118891,1.68627361603323,0.167021186157002,0.851273365883187
"chre:7014",0.457811554748941,0.271606674332316,1.68556813220576,0.16715944356307,0.851273365883187
"chrc:6036",0.443323996265172,0.263627221104449,1.68163209553208,0.167933018542411,0.851273365883187
"chrh:9349",0.327083248135879,0.196325670090152,1.66602384693598,0.171037777039768,0.85221372102997
"chrd:709",0.230669585842,0.138522284323472,1.6652164449104,0.171200010920247,0.85221372102997
"chrd:4036",-0.437115384615385,0.263252154928109,-1.66044370932027,0.17216230776341,0.85221372102997
"chri:3620",0.259223817118554,0.156374287441447,1.65771381830032,0.172715261052866,0.85221372102997
"chrg:7176",-0.372222222222223,0.224914249777746,-1.65495170977402,0.173276630420667,0.85221372102997
"chrj:1008",0.295387408290634,0.178638468117957,1.6535487087562,0.17356250559286,0.85221372102997
"chrh:8172",0.41351356766511,0.250586991908345,1.65017970213057,0.174250987730974,0.85221372102997
"chrh:5478",-0.349755417594808,0.212281089262883,-1.64760515790307,0.174779037680159,0.85221372102997
"chre:9125",0.448989898989899,0.273232323232323,1.64325323475046,0.175675436717622,0.85221372102997
"chrc:7205",-0.340899941734203,0.208124299815703,-1.63796318851799,0.176771529270371,0.85221372102997
"chrj:5269",-0.410871655969695,0.251023000843671,-1.63678887826528,0.17701581067251,0.85221372102997
"chrk:1454",-0.313492063492064,0.191753324259517,-1.63487159715566,0.177415401923512,0.85221372102997
"chra:6875",-0.378686868686869,0.232776479260707,-1.626826171998,0.179102461262829,0.856576988648314
"chrg:7874",-0.316137566137566,0.195512310834962,-1.61697012728998,0.181191958424526,0.856610443029382
"chra:5098",0.347315448390717,0.215014469124402,1.61531198251486,0.181545968895503,0.856610443029382
"chrg:4111",-0.326841676841677,0.202476066631149,-1.61422375631725,0.181778693114116,0.856610443029382
"chrd:2669",-0.351550250515768,0.218418963900681,-1.60952256268199,0.182787636754481,0.856610443029382
"chre:573",-0.241468253968254,0.150328098172049,-1.60627492068645,0.183488017837459,0.856610443029382
"chri:1667",0.207391877442146,0.129346176853059,1.60338621896609,0.184113327727603,0.856610443029382
"chrb:6523",-0.34358504398827,0.214562813325904,-1.60132615089452,0.184560613634512,0.856610443029382
"chrh:9810",0.379016354016354,0.237946136223062,1.59286618405539,0.186409284733929,0.85982581509938
"chrc:741",0.401210939807431,0.252487820017699,1.58903086802091,0.187253676620779,0.85982581509938
"chrk:8180",-0.268402065770487,0.170017501381907,-1.57867315769793,0.189553850756132,0.85982581509938
"chrk:1345",-0.275607111814008,0.174668023805572,-1.57789105188935,0.189728715407467,0.85982581509938
"chrb:5364",0.527777777777778,0.334488738299786,1.57786411722106,0.189734740472099,0.85982581509938
"chre:2864",0.218996689584925,0.139619055875084,1.56853008503981,0.191834606925547,0.85982581509938
"chri:9583",-0.444035087719299,0.283385797108955,-1.56689252689886,0.19220546711715,0.85982581509938
"chrh:1815",0.423556998556999,0.270402937397793,1.56639200236904,0.192318968801895,0.85982581509938
"chrk:7052",-0.327639592519624,0.209951395936247,-1.56054972179901,0.19364890648464,0.85982581509938
"chrb:3877",-0.376976500309834,0.241935164378285,-1.55817159228826,0.194192968434063,0.85982581509938
"chrk:120",0.354752654752655,0.228448447634552,1.552878377708,0.195409579218857,0.85982581509938
"chrg:1996",-0.333901515151516,0.215391985538437,-1.55020398886629,0.196027242369731,0.85982581509938
"chrh:2743",0.291172831139624,0.188010419629793,1.54870582020383,0.196374126616227,0.85982581509938
"chrk:9363",-0.257166529438482,0.166755981467881,-1.54217274351874,0.197894158453049,0.85982581509938
"chri:4898",0.434259259259259,0.281915175151668,1.54038979641884,0.198311081574472,0.85982581509938
"chrj:9542",-0.344429181929182,0.223842969470735,-1.538708956299,0.198704951616171,0.85982581509938
"chrh:8177",-0.311878306878307,0.202927679056184,-1.53689387435392,0.199131177664572,0.85982581509938
"chre:2717",0.323520923520924,0.211092320679866,1.53260394541573,0.200142280367704,0.85982581509938
"chrh:8666",0.159776524644945,0.104360318693394,1.53100840094559,0.200519675636089,0.85982581509938
"chrc:1434",0.33647330324463,0.220182900968955,1.52815364755355,0.201196728033392,0.85982581509938
"chrd:7929",0.484428810515767,0.31741443122055,1.52617134845759,0.2016682366324,0.85982581509938
"chri:9288",0.424082453494218,0.279511127413742,1.51722923311914,0.203809261026688,0.863713451126657
"chre:9494",-0.206913580246914,0.136503360919356,-1.51581308220796,0.204150452084483,0.863713451126657
"chrj:6171",0.293470418470419,0.194292873564097,1.51045384777637,0.205446919933685,0.863782114441164
"chre:330",0.319941180981249,0.212064694343841,1.50869611733907,0.20587396045255,0.863782114441164
"chrg:6617",0.392858189288921,0.260856128706731,1.50603396299956,0.206522450998206,0.863782114441164
"chra:5532",-0.440476190476191,0.293302023684641,-1.50178367316617,0.207562113329856,0.8648421388744
"chrc:5210",-0.222637814956594,0.148796006134432,-1.49626203512108,0.208920705162112,0.864952614070117
"chrg:3649",-0.19733893557423,0.132223146628959,-1.49246891036406,0.209859225182093,0.864952614070117
"chrc:6538",0.360719675532919,0.241750964187448,1.49211266538414,0.209947589051565,0.864952614070117
"chrg:8355",-0.351113801100715,0.236151523927756,-1.48681573280098,0.211265911274873,0.866742428403036
"chrh:8203",0.357968574635241,0.24121080549959,1.48404866810932,0.211957921127651,0.866742428403036
"chrh:9496",-0.291578247460601,0.197770019082988,-1.47432987473318,0.21440670077685,0.869587838045781
"chrh:4282",0.461725359039937,0.313471197730945,1.47294348693637,0.214758342737261,0.869587838045781
"chrf:7095",0.312173978370292,0.213042536219479,1.46531290844513,0.216704201009989,0.869587838045781
"chra:832",-0.213840734674068,0.145947454964611,-1.46518988444108,0.216735718370542,0.869587838045781
"chri:352",-0.385161290322581,0.262895141009302,-1.46507572883956,0.216764967880331,0.869587838045781
"chre:1954",0.243848913749753,0.167132307921754,1.45901721086695,0.21832303271847,0.869587838045781
"chrj:806",0.306411382498339,0.210552968242737,1.45526983093912,0.219292384090199,0.869587838045781
"chrb:4455",-0.227285166940339,0.156596925083448,-1.45140248966717,0.220297306775598,0.869587838045781
"chrj:3659",-0.262226970560304,0.180973633934777,-1.44897886426269,0.22092944056787,0.869587838045781
"chrc:4823",0.256175197351668,0.177031919138643,1.44705654549812,0.221432118497478,0.869587838045781
"chrk:1149",0.385296028742881,0.266395547876039,1.4463305855328,0.221622252516911,0.869587838045781
"chrj:7554",-0.47094696969697,0.326060111013339,-1.44435628213873,0.222140165900786,0.869587838045781
"chrh:8998",0.242873068960026,0.169573341963957,1.43225972990288,0.225340028609686,0.875835757287315
"chrb:1787",-0.235056464441772,0.164566543558301,-1.42833688646136,0.22638760689563,0.875835757287315
